"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","age_group"
38,"self-employed","married",NA,"no",10855,"no","no","unknown",5,"jun",57,2,-1,0,"unknown","no","35-44"
51,"management","divorced","secondary","no",10834,"yes","no","cellular",20,"nov",86,1,-1,0,"unknown","no","45-54"
25,"student","single",NA,"no",10788,"no","no","cellular",23,"dec",102,2,210,2,"other","no","<25"
31,"technician","divorced","secondary","no",10787,"yes","no","unknown",4,"jun",135,2,-1,0,"unknown","no","25-34"
40,"management","married","tertiary","no",10786,"no","no","unknown",20,"jun",111,3,-1,0,"unknown","no","35-44"
67,"retired","married","primary","no",10776,"no","no","telephone",14,"aug",176,2,99,17,"other","no","65+"
36,"management","single","tertiary","no",10773,"yes","no","cellular",18,"may",89,1,-1,0,"unknown","no","35-44"
49,"entrepreneur","married","primary","no",10772,"no","no","cellular",8,"aug",89,2,-1,0,"unknown","no","45-54"
45,"technician","divorced","tertiary","no",10768,"yes","no","cellular",16,"mar",104,2,-1,0,"unknown","no","35-44"
45,"technician","divorced","tertiary","no",10768,"yes","no","cellular",2,"jun",147,3,78,2,"failure","no","35-44"
41,"management","married","tertiary","no",10758,"yes","no","cellular",1,"jun",288,1,-1,0,"unknown","no","35-44"
50,"technician","married","secondary","no",10757,"yes","no","cellular",6,"aug",276,3,-1,0,"unknown","no","45-54"
53,"services","married","secondary","no",10749,"yes","no","unknown",14,"may",221,1,-1,0,"unknown","no","45-54"
30,"admin.","single","secondary","no",10735,"no","no","cellular",20,"nov",63,1,-1,0,"unknown","no","25-34"
48,"blue-collar","married","secondary","no",10724,"no","no","unknown",20,"jun",238,3,-1,0,"unknown","no","45-54"
37,"blue-collar","married","secondary","no",10721,"yes","no","unknown",18,"jun",394,3,-1,0,"unknown","no","35-44"
47,"self-employed","married","primary","no",10697,"no","no","cellular",20,"nov",274,2,-1,0,"unknown","no","45-54"
39,"technician","married","secondary","no",10685,"yes","no","cellular",25,"jul",1369,9,-1,0,"unknown","yes","35-44"
30,"services","married","secondary","no",10667,"no","no","cellular",20,"nov",140,1,-1,0,"unknown","no","25-34"
54,"blue-collar","married","primary","no",10662,"no","no","unknown",19,"jun",256,1,-1,0,"unknown","no","45-54"
48,"technician","married","secondary","no",10655,"no","no","telephone",31,"jul",5,3,-1,0,"unknown","no","45-54"
52,"self-employed","divorced","tertiary","no",10653,"yes","no","cellular",18,"nov",336,1,-1,0,"unknown","no","45-54"
30,"management","married","tertiary","no",10639,"no","no","cellular",18,"aug",75,2,-1,0,"unknown","no","25-34"
38,"management","divorced","tertiary","no",10638,"no","no","unknown",12,"jun",159,2,-1,0,"unknown","no","35-44"
51,"management","married","tertiary","no",10635,"yes","no","unknown",5,"may",336,1,-1,0,"unknown","no","45-54"
58,"retired","married","primary","no",10628,"no","no","cellular",30,"jul",189,4,-1,0,"unknown","no","55-64"
54,"retired","single","secondary","no",10621,"no","no","cellular",30,"jul",187,2,-1,0,"unknown","no","45-54"
49,"blue-collar","divorced","secondary","no",10613,"no","yes","cellular",4,"feb",1226,1,-1,0,"unknown","yes","45-54"
32,"technician","single",NA,"no",10600,"no","no","unknown",14,"may",485,2,-1,0,"unknown","no","25-34"
33,"technician","single",NA,"no",10600,"no","no","cellular",5,"feb",202,1,267,2,"failure","no","25-34"
38,"technician","married","secondary","no",10596,"no","no","cellular",19,"aug",195,1,197,4,"other","yes","35-44"
29,"student","married","tertiary","no",10596,"yes","no","cellular",12,"apr",143,1,-1,0,"unknown","no","25-34"
57,"management","married","tertiary","no",10583,"no","no","cellular",22,"jun",295,3,-1,0,"unknown","yes","55-64"
57,"management","married","tertiary","no",10583,"no","no","cellular",28,"sep",341,3,98,3,"success","yes","55-64"
57,"management","married","tertiary","no",10583,"no","no","cellular",25,"mar",272,1,178,6,"success","yes","55-64"
29,"management","married","tertiary","no",10576,"no","no","unknown",15,"may",1224,2,-1,0,"unknown","yes","25-34"
42,"management","single","tertiary","no",10561,"no","no","unknown",16,"may",243,2,-1,0,"unknown","no","35-44"
47,"blue-collar","single","primary","no",10558,"yes","no","cellular",13,"may",81,3,174,2,"other","no","45-54"
53,"admin.","married","secondary","no",10541,"no","no","cellular",9,"nov",178,1,-1,0,"unknown","yes","45-54"
53,"admin.","married","secondary","no",10541,"no","no","cellular",9,"feb",164,2,92,1,"success","yes","45-54"
27,"student","single","secondary","no",10536,"no","no","cellular",29,"jan",136,1,-1,0,"unknown","no","25-34"
56,"management","divorced","tertiary","no",10532,"no","no","cellular",7,"aug",324,1,-1,0,"unknown","yes","55-64"
60,"retired","married","tertiary","no",10500,"no","no","cellular",19,"aug",56,7,-1,0,"unknown","no","55-64"
39,"blue-collar","married","tertiary","no",10483,"no","no","unknown",9,"jun",218,1,-1,0,"unknown","no","35-44"
46,"management","divorced","tertiary","no",10469,"yes","no","cellular",1,"apr",202,2,-1,0,"unknown","no","45-54"
37,"admin.","married","secondary","no",10465,"no","no","unknown",17,"jun",144,6,-1,0,"unknown","no","35-44"
27,"technician","married","tertiary","no",10451,"yes","no","cellular",2,"feb",45,1,-1,0,"unknown","no","25-34"
38,"blue-collar","married","primary","no",10443,"no","no","cellular",19,"nov",370,1,-1,0,"unknown","no","35-44"
48,"blue-collar","single","primary","no",10442,"no","no","unknown",6,"jun",63,2,-1,0,"unknown","no","45-54"
41,"technician","married","secondary","no",10438,"yes","no","telephone",15,"jul",141,4,-1,0,"unknown","no","35-44"
29,"management","single","tertiary","no",10436,"no","no","unknown",27,"may",103,2,-1,0,"unknown","no","25-34"
40,"services","married","secondary","no",10406,"no","no","cellular",21,"nov",348,2,127,4,"other","no","35-44"
47,"management","divorced","tertiary","no",10399,"yes","no","unknown",15,"may",59,2,-1,0,"unknown","no","45-54"
30,"blue-collar","married","secondary","no",10395,"yes","no","cellular",20,"nov",121,1,-1,0,"unknown","no","25-34"
71,"retired","married","primary","no",10394,"no","no","telephone",10,"aug",411,1,-1,0,"unknown","no","65+"
44,"admin.","single","secondary","no",10386,"yes","no","cellular",20,"nov",95,1,-1,0,"unknown","no","35-44"
40,"management","single","secondary","no",10378,"yes","no","cellular",17,"nov",523,3,-1,0,"unknown","no","35-44"
54,"blue-collar","divorced","primary","no",10374,"yes","no","cellular",20,"nov",283,2,189,2,"other","no","45-54"
62,"management","married","tertiary","no",10373,"no","no","cellular",12,"aug",344,3,-1,0,"unknown","no","55-64"
62,"management","married","tertiary","no",10373,"no","no","cellular",17,"nov",140,3,97,3,"failure","no","55-64"
59,"self-employed","married","tertiary","no",10360,"no","no","unknown",6,"jun",37,1,-1,0,"unknown","no","55-64"
38,"management","married","secondary","no",10357,"no","no","cellular",15,"may",103,3,-1,0,"unknown","no","35-44"
44,"admin.","married","secondary","no",10354,"no","no","telephone",4,"may",96,1,-1,0,"unknown","no","35-44"
34,"entrepreneur","married","tertiary","no",10350,"yes","no","unknown",8,"may",187,3,-1,0,"unknown","no","25-34"
49,"entrepreneur","divorced","secondary","no",10350,"no","yes","cellular",24,"jul",346,1,-1,0,"unknown","no","45-54"
48,"management","married","tertiary","no",10347,"yes","no","cellular",31,"jul",153,6,-1,0,"unknown","no","45-54"
40,"self-employed","single","tertiary","no",10346,"no","no","cellular",15,"jun",491,2,207,1,"other","yes","35-44"
41,"self-employed","single","tertiary","no",10346,"no","no","cellular",14,"dec",352,1,182,3,"success","no","35-44"
46,"blue-collar","married","primary","no",10333,"yes","no","unknown",9,"jun",579,4,-1,0,"unknown","no","45-54"
29,"student","single",NA,"no",10332,"no","no","cellular",2,"nov",46,3,-1,0,"unknown","yes","25-34"
51,"blue-collar","divorced",NA,"no",10287,"yes","no","unknown",29,"may",117,1,-1,0,"unknown","no","45-54"
31,"blue-collar","married","secondary","no",10287,"yes","no","cellular",20,"nov",293,1,-1,0,"unknown","no","25-34"
32,"blue-collar","married","secondary","no",10287,"yes","no","cellular",27,"may",281,4,188,1,"failure","yes","25-34"
60,"housemaid","married",NA,"no",10285,"no","no","unknown",6,"jun",174,2,-1,0,"unknown","no","55-64"
32,"management","single","tertiary","no",10281,"no","no","cellular",22,"apr",400,1,-1,0,"unknown","yes","25-34"
43,"management","married","secondary","no",10273,"no","no","cellular",7,"aug",359,2,-1,0,"unknown","no","35-44"
37,"management","single","tertiary","no",10269,"yes","no","cellular",18,"may",28,2,-1,0,"unknown","no","35-44"
74,"retired","married","primary","no",10253,"no","no","telephone",20,"aug",84,1,-1,0,"unknown","no","65+"
45,"blue-collar","married","secondary","no",10252,"no","no","cellular",4,"may",675,2,-1,0,"unknown","yes","35-44"
45,"blue-collar","married","secondary","no",10252,"no","no","cellular",22,"sep",173,1,141,2,"success","yes","35-44"
49,"admin.","married","secondary","no",10250,"yes","no","telephone",24,"oct",97,1,-1,0,"unknown","yes","45-54"
50,"admin.","married","secondary","no",10250,"yes","no","cellular",7,"dec",254,3,385,2,"other","yes","45-54"
39,"technician","single","secondary","no",10236,"no","no","unknown",20,"jun",10,3,-1,0,"unknown","no","35-44"
32,"admin.","single","secondary","no",10218,"yes","no","cellular",19,"nov",149,2,-1,0,"unknown","no","25-34"
31,"management","single","tertiary","no",10215,"no","no","cellular",22,"aug",139,2,-1,0,"unknown","no","25-34"
39,"entrepreneur","married","secondary","no",10200,"yes","no","cellular",3,"apr",57,4,-1,0,"unknown","no","35-44"
29,"blue-collar","married","primary","no",10191,"yes","no","cellular",15,"may",282,2,-1,0,"unknown","no","25-34"
38,"services","married",NA,"no",10189,"yes","no","cellular",18,"jul",482,2,-1,0,"unknown","no","35-44"
39,"services","married",NA,"no",10189,"yes","no","cellular",18,"nov",186,2,123,2,"failure","no","35-44"
53,"technician","married","secondary","no",10185,"no","no","cellular",23,"mar",115,1,-1,0,"unknown","yes","45-54"
54,"technician","married","secondary","no",10185,"no","no","cellular",10,"aug",559,1,70,2,"other","yes","45-54"
54,"technician","married","secondary","no",10185,"no","no","cellular",12,"feb",251,1,186,3,"success","yes","45-54"
55,"technician","married","secondary","no",10185,"no","no","cellular",11,"aug",248,1,180,4,"success","no","45-54"
55,"unemployed","single","primary","no",10183,"no","no","unknown",19,"jun",106,1,-1,0,"unknown","no","45-54"
58,"management","divorced","secondary","no",10180,"no","no","cellular",3,"mar",180,2,-1,0,"unknown","yes","55-64"
47,"technician","married","secondary","no",10179,"yes","no","unknown",9,"jun",179,2,-1,0,"unknown","no","45-54"
66,"admin.","single","secondary","no",10177,"no","no","cellular",5,"may",272,4,-1,0,"unknown","no","65+"
70,"management","married","tertiary","no",10171,"no","no","cellular",18,"aug",65,2,-1,0,"unknown","no","65+"
30,"technician","single","secondary","no",10152,"yes","no","cellular",10,"jul",266,1,-1,0,"unknown","no","25-34"
30,"technician","single","secondary","no",10152,"yes","no","cellular",6,"apr",1108,2,270,1,"failure","no","25-34"
51,"services","married","primary","no",10150,"yes","no","cellular",26,"aug",157,5,-1,0,"unknown","no","45-54"
32,"blue-collar","married","secondary","no",10142,"yes","no","cellular",20,"nov",249,1,-1,0,"unknown","no","25-34"
35,"admin.","married","secondary","no",10133,"no","yes","cellular",18,"may",382,2,-1,0,"unknown","no","25-34"
31,"services","single","tertiary","no",10122,"yes","no","cellular",25,"jul",63,1,-1,0,"unknown","no","25-34"
59,"management","married","tertiary","no",10114,"no","no","cellular",19,"nov",596,3,-1,0,"unknown","no","55-64"
31,"management","single","tertiary","no",10112,"yes","no","cellular",14,"aug",90,4,-1,0,"unknown","no","25-34"
31,"management","married","tertiary","no",10088,"no","no","cellular",8,"aug",72,6,-1,0,"unknown","no","25-34"
26,"student","single","tertiary","no",10086,"no","no","cellular",21,"apr",110,2,-1,0,"unknown","yes","25-34"
26,"student","single","tertiary","no",10086,"no","no","cellular",8,"jul",475,3,78,2,"success","no","25-34"
51,"management","married","tertiary","no",10077,"no","no","cellular",7,"aug",93,2,-1,0,"unknown","no","45-54"
42,"self-employed","married","tertiary","no",10072,"no","no","cellular",22,"apr",102,1,-1,0,"unknown","no","35-44"
42,"self-employed","married","tertiary","no",10072,"no","no","cellular",16,"nov",137,3,208,1,"failure","no","35-44"
43,"self-employed","married","tertiary","no",10072,"no","no","cellular",24,"feb",145,1,100,4,"failure","no","35-44"
43,"self-employed","married","tertiary","no",10072,"no","no","cellular",12,"may",98,1,77,5,"failure","no","35-44"
55,"management","married","tertiary","no",10065,"no","no","unknown",27,"may",50,3,-1,0,"unknown","no","45-54"
55,"management","married","tertiary","no",10065,"no","no","cellular",20,"nov",197,5,177,3,"failure","no","45-54"
59,"blue-collar","married","secondary","no",10054,"no","no","telephone",13,"aug",79,6,-1,0,"unknown","no","55-64"
59,"blue-collar","married","secondary","no",10054,"no","no","cellular",21,"nov",175,3,100,6,"failure","no","55-64"
50,"self-employed","married","secondary","no",10052,"no","no","cellular",13,"aug",665,2,-1,0,"unknown","yes","45-54"
28,"blue-collar","married","primary","no",10045,"yes","no","unknown",29,"may",169,4,-1,0,"unknown","no","25-34"
29,"blue-collar","married","primary","no",10045,"yes","no","cellular",16,"apr",617,1,322,4,"failure","no","25-34"
36,"admin.","single","secondary","no",10041,"yes","no","cellular",20,"nov",91,2,184,1,"other","no","35-44"
40,"admin.","married","tertiary","no",10035,"no","no","unknown",9,"jun",29,1,-1,0,"unknown","no","35-44"
34,"management","married","tertiary","no",10031,"yes","no","cellular",18,"nov",65,2,-1,0,"unknown","no","25-34"
52,"services","married","secondary","no",10021,"no","no","cellular",20,"nov",174,1,-1,0,"unknown","no","45-54"
26,"self-employed","married","tertiary","no",10005,"yes","no","cellular",17,"jul",84,2,-1,0,"unknown","no","25-34"
39,"blue-collar","married","secondary","no",10005,"yes","no","cellular",31,"jul",241,4,-1,0,"unknown","no","35-44"
27,"self-employed","married","tertiary","no",10005,"yes","no","cellular",14,"apr",163,3,271,2,"failure","no","25-34"
55,"blue-collar","married","primary","no",9997,"no","no","cellular",8,"aug",118,2,-1,0,"unknown","no","45-54"
58,"self-employed","married","secondary","no",9994,"no","no","cellular",10,"jul",400,1,-1,0,"unknown","no","55-64"
59,"retired","married","secondary","no",9976,"yes","no","unknown",29,"may",57,2,-1,0,"unknown","no","55-64"
27,"services","single","tertiary","no",9965,"yes","no","cellular",22,"jul",662,1,-1,0,"unknown","no","25-34"
34,"self-employed","single","tertiary","no",9962,"no","no","cellular",20,"aug",474,1,-1,0,"unknown","yes","25-34"
44,"management","single","tertiary","no",9956,"yes","no","unknown",13,"may",194,2,-1,0,"unknown","no","35-44"
41,"management","married","tertiary","no",9935,"no","no","telephone",21,"nov",49,1,-1,0,"unknown","no","35-44"
40,"management","single","secondary","no",9916,"no","no","telephone",10,"nov",98,1,-1,0,"unknown","no","35-44"
40,"management","single","secondary","no",9916,"no","no","cellular",18,"nov",411,3,8,1,"failure","no","35-44"
42,"management","married","tertiary","no",9916,"yes","no","cellular",21,"nov",306,1,-1,0,"unknown","no","35-44"
31,"admin.","married","secondary","no",9911,"no","no","cellular",20,"nov",604,1,-1,0,"unknown","no","25-34"
57,"entrepreneur","married","secondary","no",9902,"no","no","cellular",18,"jun",88,3,-1,0,"unknown","no","55-64"
56,"blue-collar","divorced","secondary","no",9898,"yes","no","cellular",21,"nov",147,3,-1,0,"unknown","no","55-64"
34,"unemployed","single","secondary","no",9895,"no","no","cellular",19,"nov",356,2,-1,0,"unknown","no","25-34"
37,"management","married","tertiary","no",9895,"yes","no","cellular",20,"nov",352,3,-1,0,"unknown","no","35-44"
32,"unemployed","married","primary","no",9894,"yes","no","unknown",26,"may",118,4,-1,0,"unknown","no","25-34"
24,"blue-collar","single","secondary","no",9883,"no","no","cellular",8,"jul",210,5,-1,0,"unknown","yes","<25"
